Rubber_content,Aggregate_size,Water_cement_ratio,Compressive_strength,Flexural_strength,Damping_ratio,Cement_content,Fine_aggregate_content,Coarse_aggregate_content,Crumb_rubber_kg_m3,Water_kg,Water_percent
19.83,20.39,0.63,24.77,5.04,0.1299,325.6801779,767.1898039,1114.60524,19.83,205.1785121,8.43493871
2.35,16.93,0.51,49.22,10,0.02,403.8898196,621.0010681,1094.730419,2.35,205.983808,8.848272317
16.33,11.74,0.44,36.78,4.9,0.0957,474.0195878,651.1933078,1148.471868,16.33,208.5686186,8.347474817
21.28,10.25,0.56,25.18,3.83,0.132,426.7033229,786.857751,1198.437707,21.28,238.9538608,8.942105453
5.02,7.44,0.59,46.23,8.21,0.0332,383.7941316,691.6987881,1055.156249,5.02,226.4385377,9.586291811
23.42,15.2,0.52,20.88,4.15,0.1517,350.7485026,664.4165828,1064.687933,23.42,182.3892214,7.979710132
17.51,16.71,0.32,37.33,6.5,0.1127,298.8949661,668.6539502,1064.609908,17.51,95.64638914,4.458383949
28.57,12.19,0.37,27.27,2.29,0.1835,333.8179692,664.4458094,1152.653789,28.57,123.5126486,5.363119279
1.27,14.51,0.41,55.93,10,0.02,282.4610857,786.8552848,1069.6031,1.27,115.8090451,5.133383037
7.96,12.27,0.41,47.39,8.62,0.0468,497.0577019,650.3073643,1135.347414,7.96,203.7936578,8.169830598
18.05,17.82,0.57,34.23,6.14,0.1129,328.9460955,708.8119078,1089.177511,18.05,187.4992744,8.038606524
8.9,23.03,0.31,44.43,10,0.0525,459.2727074,806.3660597,1121.560933,8.9,142.3745393,5.608665909
21.43,8.28,0.6,23.58,2.96,0.135,317.101874,754.1013172,1165.803075,21.43,190.2611244,7.769891256
22.77,12.63,0.41,28.69,3.31,0.1492,342.3922529,779.1842612,1102.811738,22.77,140.3808237,5.879728845
3.08,7.82,0.42,54.31,8.95,0.02,372.0210102,675.2720938,1095.03464,3.08,156.2488243,6.788537718
15.42,17.5,0.51,36.92,5.35,0.0957,351.3692461,879.8144619,1053.394917,15.42,179.1983155,7.228079085
15.27,19.58,0.39,37.36,6.84,0.091,455.6371788,724.1637745,1103.180916,15.27,177.6984997,7.176981491
11.08,23.64,0.65,38.09,7.73,0.0731,490.6925498,686.089181,1052.482455,11.08,318.9501573,12.46242576
27.99,10.58,0.33,24.58,2.49,0.1714,472.5647864,871.2978552,1168.714041,27.99,155.9463795,5.783260674
24.83,24,0.48,27.3,4.57,0.1589,313.7871307,796.5868846,1077.772805,24.83,150.6178227,6.372404979
20.92,6.27,0.64,22.64,2.82,0.1374,450.8715088,784.1837589,1025.821526,20.92,288.5577656,11.22637982
21.43,17.06,0.55,26.65,3.84,0.1343,312.5483209,866.0203956,1047.993506,21.43,171.9015765,7.103682674
13.85,6.14,0.42,38.89,5.92,0.087,480.9438434,617.5620859,1106.916293,13.85,201.9964142,8.342585831
27.63,22.88,0.47,23.91,3.39,0.1758,393.9332866,851.3038536,1183.257503,27.63,185.1486447,7.009825358
20.84,15.6,0.58,25.47,3.96,0.1333,354.0038394,803.3593093,1060.1123,20.84,205.3222268,8.402318761
21.87,18.39,0.69,21.99,3.41,0.1413,314.5456094,707.9978384,1052.877241,21.87,217.0364705,9.377951153
25.85,21.63,0.66,19.28,2.24,0.1664,282.5979994,676.9054028,1081.311967,25.85,186.5146796,8.277841787
8.22,8.01,0.44,47.11,7.43,0.0487,334.5483382,631.44177,1193.550896,8.22,147.2012688,6.358689752
24.21,5.77,0.7,20.74,2.45,0.1559,481.0844139,882.3222511,1169.043935,24.21,336.7590897,11.63879167
5.86,22.58,0.3,53.35,10,0.0259,455.3976823,642.573631,1029.93359,5.86,136.6193047,6.01745309
10.36,11.3,0.31,46.4,7.23,0.0604,493.3546157,677.8315607,1122.750657,10.36,152.9399309,6.22406164
10.07,7.58,0.63,37.33,4.91,0.0645,302.1675346,807.3321539,1158.372841,10.07,190.3655468,7.712390065
29.36,14.37,0.38,22.43,2.27,0.1861,410.2793236,813.0457314,1153.602068,29.36,155.906143,6.084870529
25.7,16.97,0.32,28.93,4.31,0.1658,336.5731043,648.2306114,1097.769098,25.7,107.7033934,4.860313618
21.04,5.62,0.39,31.62,3.52,0.1346,399.4471753,844.2393482,1146.366277,21.04,155.7843984,6.069024199
21.81,10.5,0.47,28.75,4.16,0.1334,350.5000748,753.0861808,1116.717322,21.81,164.7350352,6.844428615
16.86,5.66,0.59,27.96,4.08,0.1076,342.3624211,854.5370034,1040.288997,16.86,201.9938284,8.224362934
28.41,13.41,0.55,19.75,2,0.1796,406.2459664,626.185617,1011.210728,28.41,223.4352815,9.73367411
14.89,22.9,0.4,39.65,7.73,0.0918,320.3299956,612.8489997,1073.899936,14.89,128.1319982,5.95934807
11.42,24.65,0.5,42.27,7.77,0.0697,383.2093561,791.0971144,1012.3878,11.42,191.6046781,8.017874995
4.89,17.74,0.67,43.02,8.31,0.0334,423.1786983,645.0071391,1079.002681,4.89,283.5297279,11.64102348
23.59,8.23,0.63,18.44,2.45,0.1539,308.2000561,757.4847137,1165.7758,23.59,194.1660353,7.927679198
22.03,23.12,0.43,28.96,5.04,0.1454,484.7307396,604.2326278,1168.85883,22.03,208.434218,8.376616806
11.53,15.32,0.69,33.98,7.06,0.0755,391.2594339,833.9787782,1006.814784,11.53,269.9690094,10.74053804
0.76,8.07,0.58,52.08,9.51,0.02,460.2961538,869.8590511,1013.907094,0.76,266.9717692,10.22177715
25.17,23.43,0.32,24.91,4.98,0.1577,423.8591947,851.6648286,1133.973418,25.17,135.6349423,5.277003329
0.34,20.15,0.31,59.25,10,0.02,436.2002071,887.5058439,1099.999739,0.34,135.2220642,5.283622969
21.11,19.63,0.37,33.67,5.73,0.1235,437.548807,870.9287264,1029.871679,21.11,161.8930586,6.420882178
29.11,19.18,0.59,15.01,2,0.181,472.5219774,733.2054055,1161.105924,29.11,278.7879666,10.42302714
13.13,9.01,0.37,42.19,6.74,0.0798,414.9931957,719.5044625,1043.299233,13.13,153.5474824,6.549335073
7.05,9.22,0.5,44.15,7.33,0.0472,341.2077734,868.8551004,1015.629851,7.05,170.6038867,7.098596843
21.15,18.77,0.34,32.05,5.87,0.1391,301.8921214,878.0816386,1149.901428,21.15,102.6433213,4.183259512
24.51,9.39,0.67,18.72,2,0.1572,413.3751363,891.8507845,1121.625195,24.51,276.9613413,10.15134192
16.39,13.77,0.44,34.78,6.76,0.1083,294.5976168,830.4951705,1078.888548,16.39,129.6229514,5.515883683
29.01,20.64,0.66,15.66,2.74,0.1874,333.0845594,660.596649,1138.545241,29.01,219.8358092,9.232639136
1.55,20.68,0.68,45.33,10,0.02,293.3555806,883.4862408,1182.276138,1.55,199.4817948,7.791801808
15.14,14.07,0.3,39.95,6.89,0.0929,400.7552696,884.14244,1006.836489,15.14,120.2265809,4.953505924
21.55,20.84,0.49,32.1,4.22,0.1314,315.2743875,799.8394092,1125.535888,21.55,154.4844499,6.392413791
25.88,21.77,0.31,30.57,4.82,0.166,414.2896103,857.1840799,1043.633459,25.88,128.4297792,5.200813912
5.38,18.1,0.66,38.92,8.48,0.0352,453.9903288,768.3529263,1094.827552,5.38,299.633617,11.42687045
24,9.57,0.51,23.45,2.99,0.1468,460.8137586,883.2380836,1084.796226,24,235.0150169,8.743563547
16.58,10.48,0.33,39.69,6.79,0.0942,348.0995718,628.180919,1077.995934,16.58,114.8728587,5.255584925
11.9,11.3,0.34,45.05,6.93,0.0708,400.7699972,859.1891089,1038.07122,11.9,136.261799,5.570363736
3.95,7.34,0.45,47.68,8.32,0.02,403.8623672,616.6510887,1160.529987,3.95,181.7380652,7.678862794
25.96,10.46,0.68,19.88,2,0.1638,384.0351801,701.7321157,1075.904117,25.96,261.1439225,10.66426628
4.72,9.19,0.58,47.67,8.53,0.0282,424.1250561,640.5976928,1177.439252,4.72,245.9925325,9.867826448
9.29,14.11,0.65,39.4,7.16,0.0529,326.2191672,743.7405277,1070.933655,9.29,212.0424587,8.976383967
8.7,23.17,0.45,47.87,8.53,0.0558,495.4335127,669.6738474,1167.942669,8.7,222.9450807,8.692849293
26.14,7.09,0.32,29.02,3.16,0.1692,301.577562,885.6217138,1108.893266,26.14,96.50481983,3.989884199
20.18,19.41,0.69,24.99,3.34,0.1245,462.4286511,767.7964001,1077.125047,20.18,319.0757692,12.05603649
23.9,18.75,0.31,34.23,4.25,0.1461,410.7011171,869.3192209,1140.806443,23.9,127.3173463,4.950045179
7.51,6.92,0.68,41.81,6.48,0.0511,333.8680444,683.4175407,1157.330925,7.51,227.0302702,9.423640339
18.75,23.45,0.45,31.4,5.71,0.1185,444.0485001,607.793268,1096.538158,18.75,199.8218251,8.442158779
17.15,16.37,0.3,40.56,6.92,0.0977,298.585797,832.6965011,1085.084086,17.15,89.57573911,3.855884071
24.98,12.27,0.58,20.42,2.5,0.1597,450.3719236,810.713298,1115.483794,24.98,261.2157157,9.8099435
27.18,20.13,0.69,16.62,2.78,0.1714,409.7967489,763.6474937,1117.032676,27.18,282.7597567,10.87363265
0.36,10.15,0.69,48.93,8.85,0.02,304.36507,844.6028189,1085.095843,0.36,210.0118983,8.591426819
20.22,18.87,0.36,31.04,5.44,0.1305,297.4912239,852.0253118,1151.532576,20.22,107.0968406,4.410243049
1.56,5.79,0.37,55.72,10,0.02,445.1839934,776.3709924,1079.94429,1.56,164.7180775,6.674754404
16.47,21.79,0.53,33.99,6.06,0.1043,344.4458994,889.7783376,1090.599669,16.47,182.5563267,7.233247217
8.63,13.96,0.55,41.12,8.28,0.0472,475.6464072,815.9135843,1121.063645,8.63,261.6055239,9.750997287
9.2,17.73,0.6,40.71,7.8,0.0534,447.6560646,803.0626128,1197.36978,9.2,268.5936388,9.853457679
10.59,9.42,0.37,46.73,6.23,0.0698,433.6018538,708.4265378,1052.137222,10.59,160.4326859,6.783083019
18.64,18.54,0.68,26.06,4.93,0.1205,341.2933316,600.6775736,1046.39056,18.64,232.0794655,10.36494315
10.02,20.44,0.56,40.76,8.22,0.0669,435.9677942,672.2828022,1035.377453,10.02,244.1419647,10.18195769
21.98,14.46,0.64,26.23,3.63,0.141,488.5924906,829.176152,1137.888843,21.98,312.699194,11.20650409
12.14,17.35,0.52,39.9,6.06,0.0813,300.1431636,812.9613763,1089.818927,12.14,156.0744451,6.58225927
2.05,14.13,0.47,52.97,9.64,0.02,351.7557812,699.3066434,1077.721268,2.05,165.3252172,7.200077332
23.51,22.88,0.69,18.14,2.99,0.152,331.6278984,787.6748924,1040.818075,23.51,228.8232499,9.485081952
8.57,14.96,0.53,44.07,7.34,0.0598,366.5150296,658.5862438,1178.227675,8.57,194.2529657,8.073179607
12.98,21.84,0.65,34.68,7.43,0.0876,443.3131841,679.0883158,1088.634607,12.98,288.1535696,11.47030682
20.56,21.03,0.68,26.45,4.02,0.138,384.3333679,884.2224282,1121.538662,20.56,261.3466902,9.780934799
9.97,13.21,0.57,40.02,6.96,0.0619,405.5607333,723.9541719,1022.505916,9.97,231.169618,9.659595498
1.7,9.6,0.52,47.74,9.63,0.02,349.1140754,673.4962783,1021.594443,1.7,181.5393192,8.150117791
11.22,13.12,0.3,43.1,8.22,0.0631,311.0836388,746.1324741,1013.470908,11.22,93.32509163,4.290350951
28.33,21.52,0.32,26.99,2,0.1716,338.7254028,716.1047639,1073.469216,28.33,108.3921289,4.785479004
19.25,9.55,0.38,33.35,4.45,0.1242,469.1296663,818.8587112,1094.57732,19.25,178.2692732,6.909434192
20.14,15.49,0.37,34.47,4.43,0.1275,412.5317317,888.6348319,1048.91563,20.14,152.6367407,6.05014964
18.97,21.12,0.4,34.41,6.11,0.1181,363.1575081,777.5212273,1069.935501,18.97,145.2630032,6.116730407
5.97,12.07,0.42,48.84,8.66,0.0365,453.779316,777.3441561,1001.252007,5.97,190.5873127,7.846545338
12.55,17.84,0.44,40.43,7.31,0.078,294.1806351,709.4501576,1070.217693,12.55,129.4394795,5.841558882
22.53,9.91,0.47,26.19,2.35,0.1476,335.8560393,769.3892796,1023.834267,22.53,157.8523385,6.835026671
3.04,7.19,0.34,55.13,9.45,0.02,330.6226939,695.7986599,1025.676896,3.04,112.4117159,5.186118785
8.34,20.89,0.32,48.32,10,0.0435,496.7802037,600.3276223,1000.90122,8.34,158.9696652,7.017540818
8.29,6.98,0.57,41.22,7.57,0.0528,435.3416881,859.8288519,1139.276113,8.29,248.1447622,9.221690737
12.96,10.43,0.51,37.35,6.44,0.0727,415.912906,728.8332257,1186.256755,12.96,212.1155821,8.298476932
29.41,22.1,0.48,18.92,2,0.1883,281.0966924,747.6265455,1124.309112,29.41,134.9264123,5.822397131
2.03,11.93,0.55,51.8,9.95,0.02,320.5482005,625.0502746,1019.24041,2.03,176.3015103,8.226201267
15.56,24.46,0.63,31.14,6.48,0.0932,419.8190845,851.133154,1197.92989,15.56,264.4860232,9.621423647
5.38,24.59,0.47,50.46,9.93,0.028,363.5382518,651.1011211,1195.117034,5.38,170.8629784,7.161065481
29.12,10.37,0.56,20.44,2,0.1852,483.3416844,723.1863476,1093.646907,29.12,270.6713433,10.41057129
3.4,5.82,0.68,46.19,8.13,0.0209,448.2393282,852.0796641,1021.573844,3.4,304.8027432,11.58903675
12.11,19.1,0.64,36.46,6.3,0.0749,378.424496,737.3348821,1144.147862,12.11,242.1916775,9.632917765
22.14,14.02,0.47,28.98,4.08,0.1337,444.8932951,879.3457006,1192.293641,22.14,209.0998487,7.609794836
21.14,7.02,0.56,28.63,3.11,0.1332,494.5889512,662.794291,1155.739921,21.14,276.9698127,10.60685949
12.68,19.15,0.37,42.84,8.53,0.069,381.4157814,814.569849,1124.840571,12.68,141.1238391,5.702825749
10.4,5.62,0.52,42.77,6.26,0.0617,421.3556953,893.3995571,1122.16638,10.4,219.1049616,8.217175827
11.93,22.4,0.69,35.14,6.69,0.0738,482.1062153,764.8840912,1195.583623,11.93,332.6532886,11.93521795
7.93,7.77,0.51,43.55,8.15,0.0476,334.7084256,807.6551696,1014.623867,7.93,170.7012971,7.308611321
6.16,7.55,0.67,43.27,6.72,0.0345,475.042741,717.9679979,1029.911204,6.16,318.2786365,12.49444775
14.49,8.51,0.46,37.91,6.1,0.0823,301.4598355,825.4012019,1166.162289,14.49,138.6715243,5.668889834
8.06,24.21,0.7,38.13,7.91,0.0498,422.6585975,872.662217,1029.022616,8.06,295.8610183,11.25689686
8.62,18.86,0.53,41.75,7.64,0.0578,452.2243941,810.9166701,1076.659297,8.62,239.6789289,9.260808879
19.7,21.03,0.32,36.18,6.11,0.1283,415.2133682,880.7786134,1056.299851,19.7,132.8682778,5.304419088
29.06,12.95,0.53,20.08,2,0.1971,389.0176569,776.5957956,1048.688943,29.06,206.1793582,8.417058327
18.11,11.73,0.41,36.75,5.87,0.1205,415.816362,773.1412321,1005.14439,18.11,170.4847084,7.155115837
2.31,9.69,0.31,57.55,10,0.02,313.3660159,691.3882164,1113.250253,2.31,97.14346494,4.380848121
2.27,14.61,0.63,48.63,8.99,0.02,327.4255563,812.8882473,1080.247904,2.27,206.2781005,8.491921598
28.54,16.04,0.41,24.98,2,0.1793,339.3778557,864.5857565,1110.318043,28.54,139.1449208,5.606236691
8.92,17.64,0.62,39.44,7.34,0.0556,411.5114549,793.8948678,1060.901641,8.92,255.1371021,10.08301551
2.76,10.14,0.42,51,9.02,0.02,377.2182362,669.9117662,1188.292171,2.76,158.4316592,6.610646115
17.97,23.97,0.38,38.7,6.51,0.1225,333.7846853,763.2327344,1118.269438,17.97,126.8381804,5.374282745
18.71,8.4,0.69,24.8,3.11,0.1154,474.2180531,826.7812251,1192.241409,18.71,327.2104566,11.52489908
19.46,24.31,0.44,30.93,6.24,0.1196,362.2628049,881.8089945,1070.001191,19.46,159.3956341,6.393910864
8.02,5.3,0.54,39.56,5.82,0.0583,378.1269782,646.9788149,1000.457907,8.02,204.1885682,9.124635741
0.45,14.62,0.54,53.28,9.74,0.02,370.1342368,638.2491273,1156.253113,0.45,199.8724879,8.451414627
28.95,11.67,0.52,15.29,2,0.1886,320.0274502,723.8830591,1165.475771,28.95,166.4142741,6.9202302
7.53,13.98,0.67,38.49,7.9,0.0535,440.9579434,637.6833508,1011.740679,7.53,295.4418221,12.34426028
20.28,16.41,0.57,28.75,3.65,0.1308,378.6608177,894.1286738,1125.073846,20.28,215.8366661,8.194316807
21.2,13.71,0.46,31.16,4.32,0.1339,283.5765642,727.2913102,1132.203573,21.2,130.4452195,5.68458936
18.3,13.3,0.64,26.39,4.05,0.1225,492.0830145,760.0831557,1029.146773,18.3,314.9331293,12.04542282
9.39,19.65,0.37,46.29,9.31,0.0515,459.4679946,668.1263344,1110.504911,9.39,170.003158,7.032210656
8.13,18.72,0.52,41.96,8.64,0.0479,439.1830579,734.7378371,1048.639776,8.13,228.3751901,9.287070904
17.93,21.67,0.68,25.98,4.95,0.1188,471.2002115,895.4081805,1003.290341,17.93,320.4161438,11.83113634
25.98,10,0.55,21.85,2,0.1552,479.4975958,746.6061454,1173.382218,25.98,263.7236777,9.806808492
28.4,17.19,0.63,15.11,2,0.1905,354.2477354,602.6471777,1098.339034,28.4,223.1760733,9.674662036
3.18,16.7,0.56,47.86,9.53,0.02,414.4109093,672.7582591,1156.33982,3.18,232.0701092,9.362350274
4.64,12.39,0.64,41.42,8.43,0.0305,413.937718,893.5364491,1144.578606,4.64,264.9201395,9.733938954
28.34,14.72,0.68,16.92,2,0.174,338.8059271,896.720254,1198.741052,28.34,230.3880305,8.555084873
22.1,11.28,0.41,31.23,3.34,0.1315,328.8294953,663.1479269,1087.590681,22.1,134.8200931,6.028204992
26.49,7.84,0.37,27.76,2.62,0.1639,305.0595961,784.5792264,1085.510121,26.49,112.8720505,4.876712654
6.08,9.28,0.49,49.48,8.31,0.0383,425.0491231,623.0724992,1056.351113,6.08,208.2740703,8.981872634
17.63,7.11,0.58,28.77,3.52,0.1021,451.802178,773.2324927,1125.029443,17.63,262.0452633,9.964685686
21.03,18.66,0.39,31.32,4.81,0.1359,447.4096555,637.7762104,1097.2225,21.03,174.4897656,7.337890633
20.4,18.21,0.3,31.68,4.77,0.1262,349.580583,845.5984571,1145.752224,20.4,104.8741749,4.252450879
12.24,24.01,0.44,47.47,8.73,0.0712,325.1571671,881.8724963,1071.30234,12.24,143.0691535,5.878810569
0.46,19.59,0.69,47.52,9.23,0.02,379.7951193,651.8960424,1026.168948,0.46,262.0586323,11.29378698
17.49,6.04,0.58,32.75,4.24,0.1112,400.2989613,738.8136506,1172.48709,17.49,232.1733975,9.064800783
7.59,22.68,0.46,43.6,9.17,0.0429,482.1991682,630.6128995,1165.609388,7.59,221.8116174,8.844787326
13.51,22.25,0.38,43.47,8.43,0.085,472.4610939,701.7420021,1070.200037,13.51,179.5352157,7.36570339
28.73,13.87,0.44,24.97,2,0.1689,481.5328329,619.5293264,1138.070344,28.73,211.8744465,8.544230731
11.97,16.72,0.37,43.48,7.77,0.0702,467.0577247,679.3639584,1098.480581,11.97,172.8113582,7.112504548
25.19,24.52,0.34,26.47,3.83,0.1598,492.207865,897.0671001,1152.194419,25.19,167.3506741,6.121070168
5.66,15.65,0.66,42.05,7.08,0.0333,382.4099994,613.3809802,1078.026474,5.66,252.3905996,10.82353692
20.17,23.11,0.7,19.37,4.56,0.1236,290.4441694,857.6904989,1107.127847,20.17,203.3109186,8.202176789
29.31,6.66,0.37,22.78,2,0.1889,298.3836471,623.2357733,1011.563221,29.31,110.4019494,5.325979908
3.06,8.82,0.32,57.32,9.74,0.02,365.8607512,758.6990793,1034.981996,3.06,117.0754404,5.13561468
0.25,13.82,0.43,55.67,10,0.02,336.6911601,735.6359377,1156.353122,0.25,144.7771988,6.099201516
13.01,16.7,0.48,38.28,7.22,0.0818,317.3869301,879.466398,1076.313096,13.01,152.3457264,6.24746125
2.78,21.32,0.38,55.26,10,0.02,489.7048304,659.7149587,1007.021085,2.78,186.0878355,7.934470835
22.45,24.77,0.42,30.65,4.34,0.1465,322.9923095,653.9046046,1033.527257,22.45,135.65677,6.255699072
27.44,12.78,0.38,21.35,2.9,0.1745,491.0634399,824.6142266,1082.319606,27.44,186.6041072,7.14399506
13.02,5.95,0.61,35.26,5.81,0.0844,447.3845449,817.7158419,1143.582621,13.02,272.9045724,10.12780393
7.76,21.02,0.59,47.01,8.02,0.0452,421.0080479,809.7545311,1072.697008,7.76,248.3947482,9.70438182
13.03,17.09,0.55,34.07,6.13,0.0861,428.7241712,607.8381349,1149.037151,13.03,235.7982942,9.685984481
21.7,8.97,0.45,29.14,3.35,0.1436,352.9243512,677.987906,1171.612117,21.7,158.815958,6.664425938
0.27,14.9,0.66,52.65,9.88,0.02,422.2139484,851.9685534,1068.227323,0.27,278.6612059,10.63048274
17.68,19.85,0.69,29.35,5.35,0.1169,321.072266,780.2574364,1160.075114,17.68,221.5398636,8.85938083
18.4,20.41,0.37,34.81,5.55,0.1219,486.2951952,780.6584762,1025.376133,18.4,179.9292222,7.224161167
19.13,14.99,0.39,34.78,4.56,0.1255,346.3945348,688.7749816,1083.056705,19.13,135.0938686,5.944855254
7.26,11.1,0.51,44.98,9.05,0.0419,336.1410327,678.0519266,1019.512479,7.26,171.4319267,7.74869512
21.42,24.47,0.34,31.7,5.75,0.1396,436.4558156,883.9664664,1010.505598,21.42,148.3949773,5.934035836
2.74,18.27,0.47,51.32,10,0.02,424.418718,818.3265837,1012.905475,2.74,199.4767974,8.115848043
5.98,13.16,0.53,45.28,8.01,0.0412,379.285762,638.0598353,1020.950405,5.98,201.0214539,8.952998779
26.32,10.61,0.51,22.37,2.36,0.1703,419.1381716,881.3120826,1167.145185,26.32,213.7604675,7.894610541
22.16,19.62,0.43,27.94,5.13,0.1419,315.0884758,774.7110455,1108.735425,22.16,135.4880446,5.750319272
0.41,9.84,0.52,50.44,9.93,0.02,428.1322276,700.0087101,1189.477638,0.41,222.6287584,8.762644038
7.45,8.43,0.68,39.47,7.56,0.0485,339.5343529,719.1418339,1107.60006,7.45,230.88336,9.60169831
6.43,15.6,0.38,53.24,9.05,0.0362,340.0239149,817.6213531,1125.742266,6.43,129.2090877,5.341366915
8.12,10.8,0.56,42.56,7.2,0.0488,315.6795857,712.8817955,1036.896792,8.12,176.780568,7.855661621
7.43,17.58,0.32,49.9,9.56,0.0412,353.1229697,773.6234397,1108.116204,7.43,112.9993503,4.7976791
1.88,7.36,0.33,58.46,10,0.02,352.8752333,813.149849,1077.06051,1.88,116.448827,4.931316843
13.77,18.1,0.52,36.54,6.69,0.0887,379.9193826,658.6124992,1186.287068,13.77,197.5580789,8.109448099
21.98,10.67,0.34,36.1,3.62,0.1321,321.892291,883.2724459,1186.784243,21.98,109.4433789,4.337187041
18.2,5,0.31,37.88,5.15,0.1104,322.461658,706.8518314,1039.699723,18.2,99.96311397,4.570418616
20.19,7.54,0.37,35.12,4.17,0.1301,399.1824858,725.8124271,1124.026173,20.19,147.6975197,6.111009717
2.43,23.67,0.53,48.79,10,0.02,308.353029,809.5543104,1127.635161,2.43,163.4271054,6.777271798
28.54,22.35,0.58,18.31,2.28,0.1754,431.5573418,782.6355268,1112.507016,28.54,250.3032582,9.606567403
25.15,9.67,0.38,27.93,2.54,0.1507,487.6683677,732.0359511,1024.865942,25.15,185.3139797,7.548325669
24.15,20.57,0.57,22.88,2.91,0.1457,373.8950368,794.9226121,1130.803064,24.15,213.120171,8.400841058
24.69,17.17,0.37,27.18,2.64,0.1488,478.2431689,870.8484923,1159.817057,24.69,176.9499725,6.528197523
27.98,24.42,0.55,17.78,3.69,0.1742,301.62965,840.085085,1069.045207,27.98,165.8963075,6.899018825
16.33,12.47,0.46,36.03,5.8,0.1086,289.450678,847.277703,1102.91034,16.33,133.1473119,5.573078496
6.01,18.63,0.56,46.2,8.69,0.0353,438.7011531,677.5225226,1023.265589,6.01,245.6726457,10.27415238
18.5,6.27,0.7,25.6,2.75,0.1172,447.4247461,725.8210048,1186.137742,18.5,313.1973222,11.63834696
22.29,12.92,0.68,22.58,2,0.1358,465.472813,766.1457425,1021.907571,22.29,316.5215128,12.20988764
22.14,24.28,0.3,33.31,5.41,0.1371,292.4998892,613.2572457,1041.675421,22.14,87.74996677,4.265250868
15.64,15.78,0.65,30.8,5.47,0.0914,450.9195521,830.9376541,1059.695695,15.64,293.0977089,11.05907811
2.05,10.76,0.33,56.34,10,0.02,362.8385212,697.0390273,1165.158048,2.05,119.736712,5.102078311
11.13,7.41,0.68,35.24,5.82,0.0812,346.7342792,684.7788234,1140.131184,11.13,235.7793098,9.748773407
27.62,19.07,0.41,28.87,3.14,0.1756,318.0652627,677.7876028,1001.402888,27.62,130.4067577,6.050564464
17.53,17.9,0.45,35,6.42,0.1086,499.1234661,685.0137796,1036.712309,17.53,224.6055598,9.11924146
16.15,12.48,0.34,40.81,6.06,0.1018,294.0059897,701.4044496,1150.030236,16.15,99.96203648,4.420062197
8.07,24.02,0.34,49.85,10,0.0439,461.9417632,781.4473674,1080.766898,8.07,157.0601995,6.30944717
11.05,5.44,0.59,37.49,5.58,0.0652,420.6887758,775.0695966,1005.242706,11.05,248.2063777,10.0886343
26.86,11.07,0.68,19.02,2,0.1808,441.7176977,676.7135261,1192.783376,26.86,300.3680345,11.38429279
19.99,23.42,0.54,28.1,4.62,0.1216,436.5777664,661.927283,1030.246583,19.99,235.7519938,9.886878761
23.62,11.42,0.59,25.17,2.09,0.148,468.8555867,847.907457,1102.093328,23.62,276.6247962,10.1733911
13.63,10.05,0.6,33.83,5.72,0.0881,320.4342554,627.8170013,1049.66322,13.63,192.2605532,8.724027337
18.91,15.68,0.41,32.24,5,0.1141,280.1814157,753.8468524,1147.493864,18.91,114.8743804,4.961519342
7.45,21.48,0.32,51.25,9.31,0.0451,411.6762676,756.1682623,1155.34522,7.45,131.7364056,5.349970814
21.16,7.06,0.3,32.37,4.71,0.1307,357.8489007,772.241042,1079.444081,21.16,107.3546702,4.591635345
12.83,23.86,0.44,41.47,8,0.082,307.2332128,865.6950348,1131.689924,12.83,135.1826137,5.511739249
13.28,20.9,0.4,38.78,8.11,0.0856,320.9505259,787.174182,1181.814717,13.28,128.3802104,5.279660702
19.48,8.63,0.32,35.24,5.15,0.1196,352.9848487,892.0901299,1162.961824,19.48,112.9551516,4.446227065
28.09,19.24,0.37,21.28,2.76,0.1873,295.4513416,861.405925,1082.979544,28.09,109.3169964,4.598476441
1.92,12.7,0.35,60,10,0.02,292.5209045,664.4220778,1088.295211,1.92,102.3823166,4.762986141
24.74,13.05,0.67,16.02,2.11,0.1678,481.5257761,672.3549931,1177.375655,24.74,322.62227,12.04435221
8.77,20.67,0.36,47.81,8.7,0.0572,348.6626049,703.4322408,1006.87456,8.77,125.5185377,5.722926395
13.32,24.26,0.52,39.85,6.8,0.0909,496.0907534,717.4543245,1004.562314,13.32,257.9671918,10.36264775
0.66,7.53,0.54,54.17,9.03,0.02,492.1607418,765.8985361,1041.159068,0.66,265.7668006,10.35867337
9.03,13.41,0.52,44.34,8.56,0.0506,311.3656821,669.7537899,1165.524329,9.03,161.9101547,6.986161356
15.08,14.62,0.34,40.08,6.53,0.1028,437.2833466,666.7035543,1030.642638,15.08,148.6763379,6.46872831
1.69,12.53,0.43,56.85,10,0.02,412.1770756,714.4169872,1057.055857,1.69,177.2361425,7.501817416
14.73,12.26,0.32,43.53,6.47,0.0845,431.9423561,801.606934,1125.813738,14.73,138.2215539,5.501761401
27.81,6.05,0.46,22.3,2,0.1754,301.16202,806.4376839,1036.848562,27.81,138.5345292,5.995108237
3.16,18.71,0.38,54.42,10,0.02,321.4832173,892.835022,1060.623268,3.16,122.1636226,5.089588689
22.93,13.72,0.52,25.13,3.85,0.1488,296.8605055,660.7246302,1093.382545,22.93,154.3674629,6.92769724
12.29,8.9,0.58,35.12,6.01,0.075,412.9095251,717.8577456,1045.621857,12.29,239.4875246,9.862894888
